symbol,sector
HSON,personnel-services
JOB,personnel-services
KELY,personnel-services
KFRC,personnel-services
KFY,personnel-services
MAN,personnel-services
MHH,personnel-services
NSP,personnel-services
PIXY,personnel-services
PRFT,personnel-services
RECN,personnel-services
RHI,personnel-services
STAF,personnel-services
TBI,personnel-services
TSRI,personnel-services
VOLT,personnel-services
ABEO,pharmaceuticals-generic
AGN,pharmaceuticals-generic
BBIO,pharmaceuticals-generic
COCP,pharmaceuticals-generic
CPHI,pharmaceuticals-generic
JAGX,pharmaceuticals-generic
KIN,pharmaceuticals-generic
LFVN,pharmaceuticals-generic
MYL,pharmaceuticals-generic
RDY,pharmaceuticals-generic
TARO,pharmaceuticals-generic
TEVA,pharmaceuticals-generic
TXMD,pharmaceuticals-generic
ZTS,pharmaceuticals-generic
ABBV,pharmaceuticals-major
ACER,pharmaceuticals-major
ACIU,pharmaceuticals-major
ADIL,pharmaceuticals-major
ADMP,pharmaceuticals-major
AGE,pharmaceuticals-major
AGLE,pharmaceuticals-major
AKCA,pharmaceuticals-major
AKRO,pharmaceuticals-major
AKRX,pharmaceuticals-major
AKTX,pharmaceuticals-major
ALLK,pharmaceuticals-major
ALNA,pharmaceuticals-major
ALRN,pharmaceuticals-major
AMAG,pharmaceuticals-major
AMRX,pharmaceuticals-major
ANVS,pharmaceuticals-major
APLS,pharmaceuticals-major
APM,pharmaceuticals-major
APRE,pharmaceuticals-major
AQST,pharmaceuticals-major
ARCT,pharmaceuticals-major
ARDS,pharmaceuticals-major
ARPO,pharmaceuticals-major
ARQT,pharmaceuticals-major
ASRT,pharmaceuticals-major
ATNX,pharmaceuticals-major
ATXI,pharmaceuticals-major
AZN,pharmaceuticals-major
BBI,pharmaceuticals-major
BHVN,pharmaceuticals-major
BMY,pharmaceuticals-major
BSTC,pharmaceuticals-major
BVXV,pharmaceuticals-major
BXRX,pharmaceuticals-major
BYSI,pharmaceuticals-major
CKPT,pharmaceuticals-major
CLSD,pharmaceuticals-major
CNSP,pharmaceuticals-major
CNST,pharmaceuticals-major
CRNX,pharmaceuticals-major
CRVS,pharmaceuticals-major
CTXR,pharmaceuticals-major
CYCN,pharmaceuticals-major
DARE,pharmaceuticals-major
DRRX,pharmaceuticals-major
EDSA,pharmaceuticals-major
ENTX,pharmaceuticals-major
EOLS,pharmaceuticals-major
EPIX,pharmaceuticals-major
ETNB,pharmaceuticals-major
ETON,pharmaceuticals-major
EVLO,pharmaceuticals-major
EYEN,pharmaceuticals-major
EYPT,pharmaceuticals-major
FTSV,pharmaceuticals-major
FULC,pharmaceuticals-major
GMDA,pharmaceuticals-major
GNPX,pharmaceuticals-major
GOSS,pharmaceuticals-major
GRFS,pharmaceuticals-major
GRTS,pharmaceuticals-major
GRTX,pharmaceuticals-major
GSK,pharmaceuticals-major
GTHX,pharmaceuticals-major
HCM,pharmaceuticals-major
HOOK,pharmaceuticals-major
HOTH,pharmaceuticals-major
HROW,pharmaceuticals-major
IDYA,pharmaceuticals-major
IGMS,pharmaceuticals-major
IMAB,pharmaceuticals-major
IMRN,pharmaceuticals-major
IMUX,pharmaceuticals-major
JNJ,pharmaceuticals-major
KALA,pharmaceuticals-major
KALV,pharmaceuticals-major
KLDO,pharmaceuticals-major
KNSA,pharmaceuticals-major
KRTX,pharmaceuticals-major
KRYS,pharmaceuticals-major
KTOV,pharmaceuticals-major
LCI,pharmaceuticals-major
LLY,pharmaceuticals-major
LOGC,pharmaceuticals-major
LQDA,pharmaceuticals-major
MBIO,pharmaceuticals-major
MBRX,pharmaceuticals-major
MDWD,pharmaceuticals-major
MIRM,pharmaceuticals-major
MIST,pharmaceuticals-major
MLND,pharmaceuticals-major
MNLO,pharmaceuticals-major
MRK,pharmaceuticals-major
MTEX,pharmaceuticals-major
NAVB,pharmaceuticals-major
NBSE,pharmaceuticals-major
NKTR,pharmaceuticals-major
NLTX,pharmaceuticals-major
NOVN,pharmaceuticals-major
NVO,pharmaceuticals-major
NVS,pharmaceuticals-major
NVUS,pharmaceuticals-major
OBSV,pharmaceuticals-major
OCUL,pharmaceuticals-major
ODT,pharmaceuticals-major
ONCT,pharmaceuticals-major
OPK,pharmaceuticals-major
ORTX,pharmaceuticals-major
OSMT,pharmaceuticals-major
OVID,pharmaceuticals-major
OYST,pharmaceuticals-major
PAHC,pharmaceuticals-major
PDSB,pharmaceuticals-major
PETQ,pharmaceuticals-major
PFE,pharmaceuticals-major
PHAS,pharmaceuticals-major
PHAT,pharmaceuticals-major
PHGE,pharmaceuticals-major
PRNB,pharmaceuticals-major
PRPH,pharmaceuticals-major
PRVB,pharmaceuticals-major
QTRX,pharmaceuticals-major
RARX,pharmaceuticals-major
RDHL,pharmaceuticals-major
RETA,pharmaceuticals-major
RGEN,pharmaceuticals-major
RLMD,pharmaceuticals-major
SBPH,pharmaceuticals-major
SCPH,pharmaceuticals-major
SIGA,pharmaceuticals-major
SLGL,pharmaceuticals-major
SNY,pharmaceuticals-major
SPRO,pharmaceuticals-major
STRO,pharmaceuticals-major
STSA,pharmaceuticals-major
SWTX,pharmaceuticals-major
SXTC,pharmaceuticals-major
TAK,pharmaceuticals-major
TARA,pharmaceuticals-major
TCDA,pharmaceuticals-major
TCRR,pharmaceuticals-major
TFFP,pharmaceuticals-major
THTX,pharmaceuticals-major
TLGT,pharmaceuticals-major
TPTX,pharmaceuticals-major
TRVI,pharmaceuticals-major
TTNP,pharmaceuticals-major
TYME,pharmaceuticals-major
ACRS,pharmaceuticals-other
ACRX,pharmaceuticals-other
ACST,pharmaceuticals-other
ADMS,pharmaceuticals-other
AERI,pharmaceuticals-other
AGRX,pharmaceuticals-other
ALBO,pharmaceuticals-other
AMPE,pharmaceuticals-other
AMPH,pharmaceuticals-other
AMRN,pharmaceuticals-other
ANIK,pharmaceuticals-other
ANIP,pharmaceuticals-other
ARGX,pharmaceuticals-other
ASMB,pharmaceuticals-other
AXSM,pharmaceuticals-other
BDSI,pharmaceuticals-other
BHC,pharmaceuticals-other
BLRX,pharmaceuticals-other
BRBR,pharmaceuticals-other
CERC,pharmaceuticals-other
COLL,pharmaceuticals-other
CORT,pharmaceuticals-other
CPIX,pharmaceuticals-other
CPRX,pharmaceuticals-other
CTIC,pharmaceuticals-other
CTLT,pharmaceuticals-other
EGRX,pharmaceuticals-other
ENDP,pharmaceuticals-other
EVOK,pharmaceuticals-other
EYEG,pharmaceuticals-other
GLMD,pharmaceuticals-other
GWPH,pharmaceuticals-other
HAPP,pharmaceuticals-other
HEPA,pharmaceuticals-other
HZNP,pharmaceuticals-other
ICLR,pharmaceuticals-other
ICPT,pharmaceuticals-other
INVA,pharmaceuticals-other
IRWD,pharmaceuticals-other
ISR,pharmaceuticals-other
JAZZ,pharmaceuticals-other
KMPH,pharmaceuticals-other
LPCN,pharmaceuticals-other
MDGL,pharmaceuticals-other
MEIP,pharmaceuticals-other
MNK,pharmaceuticals-other
MRNS,pharmaceuticals-other
MYOK,pharmaceuticals-other
NAII,pharmaceuticals-other
NEOS,pharmaceuticals-other
NTEC,pharmaceuticals-other
ORMP,pharmaceuticals-other
PBH,pharmaceuticals-other
PCRX,pharmaceuticals-other
PLXP,pharmaceuticals-other
PRGO,pharmaceuticals-other
PTLA,pharmaceuticals-other
RGLS,pharmaceuticals-other
RTTR,pharmaceuticals-other
RVMD,pharmaceuticals-other
RVNC,pharmaceuticals-other
SAGE,pharmaceuticals-other
SAVA,pharmaceuticals-other
SCYX,pharmaceuticals-other
SNOA,pharmaceuticals-other
SUPN,pharmaceuticals-other
TBPH,pharmaceuticals-other
TNXP,pharmaceuticals-other
TTPH,pharmaceuticals-other
UTHR,pharmaceuticals-other
VRNA,pharmaceuticals-other
VVUS,pharmaceuticals-other
XENT,pharmaceuticals-other
ZGNX,pharmaceuticals-other
ZYNE,pharmaceuticals-other
AAU,precious-metals
AEM,precious-metals
AG,precious-metals
AGI,precious-metals
AKG,precious-metals
ALO,precious-metals
ASM,precious-metals
AU,precious-metals
AUMN,precious-metals
AUY,precious-metals
BTG,precious-metals
BVN,precious-metals
CDE,precious-metals
DRD,precious-metals
EGO,precious-metals
EMX,precious-metals
EXK,precious-metals
FNV,precious-metals
FSM,precious-metals
GFI,precious-metals
GOLD,precious-metals
GORO,precious-metals
GPL,precious-metals
GSS,precious-metals
HL,precious-metals
HMY,precious-metals
IAG,precious-metals
KGC,precious-metals
KL,precious-metals
MAG,precious-metals
MUX,precious-metals
NEM,precious-metals
NG,precious-metals
NGD,precious-metals
OR,precious-metals
PAAS,precious-metals
PLG,precious-metals
PVG,precious-metals
RGLD,precious-metals
SA,precious-metals
SAND,precious-metals
SBSW,precious-metals
SILV,precious-metals
SMTS,precious-metals
SSRM,precious-metals
SVM,precious-metals
TGB,precious-metals
THM,precious-metals
TRX,precious-metals
USAU,precious-metals
VGZ,precious-metals
WPM,precious-metals
AFG,property-casualty-insurance
AFH,property-casualty-insurance
ALL,property-casualty-insurance
BCRH,property-casualty-insurance
CB,property-casualty-insurance
CINF,property-casualty-insurance
CNFR,property-casualty-insurance
ERIE,property-casualty-insurance
FNHC,property-casualty-insurance
GBLI,property-casualty-insurance
GLRE,property-casualty-insurance
HALL,property-casualty-insurance
HCI,property-casualty-insurance
HRTG,property-casualty-insurance
ICCH,property-casualty-insurance
JRVR,property-casualty-insurance
KFS,property-casualty-insurance
L  L,property-casualty-insurance
MCY,property-casualty-insurance
MHLA,property-casualty-insurance
MHLD,property-casualty-insurance
NGHC,property-casualty-insurance
NMIH,property-casualty-insurance
NSEC,property-casualty-insurance
ORI,property-casualty-insurance
OXBR,property-casualty-insurance
PGR,property-casualty-insurance
PIH,property-casualty-insurance
PLMR,property-casualty-insurance
PPHI,property-casualty-insurance
PROS,property-casualty-insurance
PTVC,property-casualty-insurance
RE,property-casualty-insurance
RLI,property-casualty-insurance
RNR,property-casualty-insurance
SAFT,property-casualty-insurance
SIGI,property-casualty-insurance
STFC,property-casualty-insurance
THG,property-casualty-insurance
TPRE,property-casualty-insurance
UFCS,property-casualty-insurance
UIHC,property-casualty-insurance
UNAM,property-casualty-insurance
UVE,property-casualty-insurance
WRB,property-casualty-insurance
Y  A,property-casualty-insurance
EDUC,publishing-books-magazines
JW.A,publishing-books-magazines
JW.B,publishing-books-magazines
MDP,publishing-books-magazines
PSO,publishing-books-magazines
SCHL,publishing-books-magazines
AHC,publishing-newspapers
DJCO,publishing-newspapers
GCI,publishing-newspapers
LEE,publishing-newspapers
NWS,publishing-newspapers
NWSA,publishing-newspapers
NYT,publishing-newspapers
TPCO,publishing-newspapers
CLW,pulp-paper
GLT,pulp-paper
ITP,pulp-paper
MERC,pulp-paper
NP,pulp-paper
RFP,pulp-paper
SUZ,pulp-paper
SWM,pulp-paper
UFS,pulp-paper
VRS,pulp-paper
CNI,railroads
CP,railroads
CSX,railroads
GSH,railroads
KSU,railroads
NSC,railroads
UNP,railroads
ARL,real-estate-development
AXR,real-estate-development
BPY,real-estate-development
CBRE,real-estate-development
CIGI,real-estate-development
CRES,real-estate-development
CTO,real-estate-development
CWK,real-estate-development
EPRT,real-estate-development
FOR,real-estate-development
FPH,real-estate-development
FRPH,real-estate-development
FRSX,real-estate-development
FSV,real-estate-development
GRIF,real-estate-development
GYRO,real-estate-development
HGV,real-estate-development
HHC,real-estate-development
INTG,real-estate-development
IRCP,real-estate-development
IRS,real-estate-development
JCAP,real-estate-development
JLL,real-estate-development
JOE,real-estate-development
KW,real-estate-development
LEJU,real-estate-development
LMRK,real-estate-development
MAYS,real-estate-development
MDJH,real-estate-development
MLP,real-estate-development
MMI,real-estate-development
NEN,real-estate-development
NMRK,real-estate-development
PICO,real-estate-development
PINE,real-estate-development
QK,real-estate-development
RDFN,real-estate-development
RDI,real-estate-development
RDIB,real-estate-development
RFL,real-estate-development
RLGY,real-estate-development
RMAX,real-estate-development
RMR,real-estate-development
STRS,real-estate-development
TPHS,real-estate-development
TRC,real-estate-development
VICI,real-estate-development
XIN,real-estate-development
AAT,real-estate-investment-trusts
ABR,real-estate-investment-trusts
ACC,real-estate-investment-trusts
ADC,real-estate-investment-trusts
AFIN,real-estate-investment-trusts
AGNC,real-estate-investment-trusts
AHH,real-estate-investment-trusts
AHT,real-estate-investment-trusts
AI,real-estate-investment-trusts
AIV,real-estate-investment-trusts
AKR,real-estate-investment-trusts
ALEX,real-estate-investment-trusts
ALX,real-estate-investment-trusts
AMH,real-estate-investment-trusts
AMT,real-estate-investment-trusts
ANH,real-estate-investment-trusts
APLE,real-estate-investment-trusts
APTS,real-estate-investment-trusts
ARE,real-estate-investment-trusts
ARI,real-estate-investment-trusts
ARR,real-estate-investment-trusts
AVB,real-estate-investment-trusts
BDN,real-estate-investment-trusts
BFS,real-estate-investment-trusts
BHR,real-estate-investment-trusts
BPYU,real-estate-investment-trusts
BRG,real-estate-investment-trusts
BRMK,real-estate-investment-trusts
BRT,real-estate-investment-trusts
BRX,real-estate-investment-trusts
BXMT,real-estate-investment-trusts
BXP,real-estate-investment-trusts
CBL,real-estate-investment-trusts
CCI,real-estate-investment-trusts
CDOR,real-estate-investment-trusts
CDR,real-estate-investment-trusts
CHCT,real-estate-investment-trusts
CHMI,real-estate-investment-trusts
CIM,real-estate-investment-trusts
CIO,real-estate-investment-trusts
CLDT,real-estate-investment-trusts
CLI,real-estate-investment-trusts
CLNC,real-estate-investment-trusts
CLNY,real-estate-investment-trusts
CLPR,real-estate-investment-trusts
CMCT,real-estate-investment-trusts
CMO,real-estate-investment-trusts
COLD,real-estate-investment-trusts
CONE,real-estate-investment-trusts
COR,real-estate-investment-trusts
CPLG,real-estate-investment-trusts
CPT,real-estate-investment-trusts
CTRE,real-estate-investment-trusts
CTT,real-estate-investment-trusts
CUBE,real-estate-investment-trusts
CUZ,real-estate-investment-trusts
CXP,real-estate-investment-trusts
CXW,real-estate-investment-trusts
DEA,real-estate-investment-trusts
DEI,real-estate-investment-trusts
DHC,real-estate-investment-trusts
DLR,real-estate-investment-trusts
DOC,real-estate-investment-trusts
DRE,real-estate-investment-trusts
DRH,real-estate-investment-trusts
DX,real-estate-investment-trusts
EARN,real-estate-investment-trusts
EGP,real-estate-investment-trusts
ELS,real-estate-investment-trusts
EPR,real-estate-investment-trusts
EQC,real-estate-investment-trusts
EQIX,real-estate-investment-trusts
EQR,real-estate-investment-trusts
ESBA,real-estate-investment-trusts
ESRT,real-estate-investment-trusts
ESS,real-estate-investment-trusts
EXR,real-estate-investment-trusts
FCPT,real-estate-investment-trusts
FISK,real-estate-investment-trusts
FPI,real-estate-investment-trusts
FR,real-estate-investment-trusts
FRT,real-estate-investment-trusts
FSP,real-estate-investment-trusts
GEO,real-estate-investment-trusts
GLPI,real-estate-investment-trusts
GMRE,real-estate-investment-trusts
GNL,real-estate-investment-trusts
GOOD,real-estate-investment-trusts
GPMT,real-estate-investment-trusts
GRP.,real-estate-investment-trusts
GTY,real-estate-investment-trusts
HASI,real-estate-investment-trusts
HCFT,real-estate-investment-trusts
HIW,real-estate-investment-trusts
HMG,real-estate-investment-trusts
HPP,real-estate-investment-trusts
HR,real-estate-investment-trusts
HST,real-estate-investment-trusts
HT,real-estate-investment-trusts
HTA,real-estate-investment-trusts
IHT,real-estate-investment-trusts
IIPR,real-estate-investment-trusts
ILPT,real-estate-investment-trusts
INN,real-estate-investment-trusts
INVH,real-estate-investment-trusts
IOR,real-estate-investment-trusts
IRET,real-estate-investment-trusts
IRM,real-estate-investment-trusts
IRT,real-estate-investment-trusts
IVR,real-estate-investment-trusts
JBGS,real-estate-investment-trusts
KIM,real-estate-investment-trusts
KRC,real-estate-investment-trusts
KREF,real-estate-investment-trusts
KRG,real-estate-investment-trusts
LAMR,real-estate-investment-trusts
LAND,real-estate-investment-trusts
LOAN,real-estate-investment-trusts
LSI,real-estate-investment-trusts
LTC,real-estate-investment-trusts
LXP,real-estate-investment-trusts
MAA,real-estate-investment-trusts
MAC,real-estate-investment-trusts
MDRR,real-estate-investment-trusts
MFA,real-estate-investment-trusts
MGP,real-estate-investment-trusts
MITT,real-estate-investment-trusts
MNR,real-estate-investment-trusts
MPW,real-estate-investment-trusts
NHI,real-estate-investment-trusts
NLY,real-estate-investment-trusts
NNN,real-estate-investment-trusts
NREF,real-estate-investment-trusts
NRZ,real-estate-investment-trusts
NSA,real-estate-investment-trusts
NXRT,real-estate-investment-trusts
NYMT,real-estate-investment-trusts
O  R,real-estate-investment-trusts
OFC,real-estate-investment-trusts
OGCP,real-estate-investment-trusts
OHI,real-estate-investment-trusts
OLP,real-estate-investment-trusts
OPI,real-estate-investment-trusts
ORC,real-estate-investment-trusts
OUT,real-estate-investment-trusts
PCH,real-estate-investment-trusts
PDM,real-estate-investment-trusts
PEAK,real-estate-investment-trusts
PEB,real-estate-investment-trusts
PEI,real-estate-investment-trusts
ATVI,recreational-products
BC,recreational-products
BHAT,recreational-products
CLAR,recreational-products
DOOO,recreational-products
EA,recreational-products
ELY,recreational-products
ESCA,recreational-products
FNKO,recreational-products
FOXF,recreational-products
GIGM,recreational-products
GOLF,recreational-products
HAS,recreational-products
JAKK,recreational-products
JOUT,recreational-products
MAT,recreational-products
MBUU,recreational-products
MCFT,recreational-products
MPX,recreational-products
NLS,recreational-products
PII,recreational-products
PTE,recreational-products
RGR,recreational-products
SLGG,recreational-products
THO,recreational-products
TTWO,recreational-products
VSTO,recreational-products
WGO,recreational-products
ABCB,regional-banks
ABTX,regional-banks
ACBI,regional-banks
ACNB,regional-banks
ALLY,regional-banks
AMAL,regional-banks
AMRB,regional-banks
ASB,regional-banks
ASRV,regional-banks
ATLO,regional-banks
AUB,regional-banks
AUBN,regional-banks
BANC,regional-banks
BANF,regional-banks
BANR,regional-banks
BAP,regional-banks
BBAR,regional-banks
BCBP,regional-banks
BCH,regional-banks
BCML,regional-banks
BCOW,regional-banks
BDGE,regional-banks
BFC,regional-banks
BFST,regional-banks
BHB,regional-banks
BHLB,regional-banks
BKSC,regional-banks
BKU,regional-banks
BLX,regional-banks
BMA,regional-banks
BMRC,regional-banks
BMTC,regional-banks
BOCH,regional-banks
BOH,regional-banks
BOKF,regional-banks
BOTJ,regional-banks
BPFH,regional-banks
BPOP,regional-banks
BPRN,regional-banks
BSAC,regional-banks
BSBK,regional-banks
BSBR,regional-banks
BSMX,regional-banks
BSRR,regional-banks
BSVN,regional-banks
BUSE,regional-banks
BWB,regional-banks
BWFG,regional-banks
BXS,regional-banks
BY,regional-banks
CAC,regional-banks
CARE,regional-banks
CARO,regional-banks
CATC,regional-banks
CATY,regional-banks
CBAN,regional-banks
CBFV,regional-banks
CBSH,regional-banks
CBU,regional-banks
CCB,regional-banks
CCBG,regional-banks
CCNE,regional-banks
CFB,regional-banks
CFFI,regional-banks
CFG,regional-banks
CFR,regional-banks
CHMG,regional-banks
CIB,regional-banks
CIVB,regional-banks
CLDB,regional-banks
CNBK,regional-banks
CNOB,regional-banks
COFS,regional-banks
COLB,regional-banks
CPF,regional-banks
CSFL,regional-banks
CSTR,regional-banks
CTBI,regional-banks
CUBI,regional-banks
CVBF,regional-banks
CVCY,regional-banks
CVLY,regional-banks
CWBC,regional-banks
CZNC,regional-banks
DFS,regional-banks
EBMT,regional-banks
EBTC,regional-banks
EFSC,regional-banks
EGBN,regional-banks
EMCF,regional-banks
EQBK,regional-banks
ESSA,regional-banks
ESXB,regional-banks
EVBN,regional-banks
EWBC,regional-banks
FBNC,regional-banks
FBP,regional-banks
FBSS,regional-banks
FCBC,regional-banks
FCBP,regional-banks
FCCO,regional-banks
FCCY,regional-banks
FCF,regional-banks
FCNC,regional-banks
FDBC,regional-banks
FFBC,regional-banks
FFIC,regional-banks
FFIN,regional-banks
FFWM,regional-banks
FGBI,regional-banks
FHB,regional-banks
FHN,regional-banks
FIBK,regional-banks
FISI,regional-banks
FITB,regional-banks
FLIC,regional-banks
FMBH,regional-banks
FMBI,regional-banks
FMNB,regional-banks
FNB,regional-banks
FNCB,regional-banks
FRAF,regional-banks
FRBA,regional-banks
FRBK,regional-banks
FRC,regional-banks
FRME,regional-banks
FSB,regional-banks
FSFG,regional-banks
FULT,regional-banks
FUNC,regional-banks
FUSB,regional-banks
FVCB,regional-banks
FXNC,regional-banks
GABC,regional-banks
GBCI,regional-banks
GGAL,regional-banks
GLBZ,regional-banks
GNTY,regional-banks
GWB,regional-banks
HAFC,regional-banks
HBAN,regional-banks
HBMD,regional-banks
HBNC,regional-banks
HBT,regional-banks
HDB,regional-banks
HFWA,regional-banks
HMST,regional-banks
HOMB,regional-banks
HONE,regional-banks
HTBI,regional-banks
ARCO,restaurants
ARKR,restaurants
ARMK,restaurants
BBQ,restaurants
BDL,restaurants
BH,restaurants
BH.A,restaurants
BJRI,restaurants
BLMN,restaurants
BURG,restaurants
CAKE,restaurants
CBRL,restaurants
CHUY,restaurants
CMG,restaurants
DENN,restaurants
DIN,restaurants
DNKN,restaurants
DPZ,restaurants
DRI,restaurants
EAT,restaurants
FAT,restaurants
FRGI,restaurants
GRIL,restaurants
GTIM,restaurants
HABT,restaurants
JACK,restaurants
JAX,restaurants
KRUS,restaurants
LOCO,restaurants
LUB,restaurants
MCD,restaurants
NATH,restaurants
NDLS,restaurants
PBPB,restaurants
PZZA,restaurants
QSR,restaurants
RAVE,restaurants
RRGB,restaurants
RUTH,restaurants
SBUX,restaurants
SHAK,restaurants
STKS,restaurants
TACO,restaurants
TAST,restaurants
TXRH,restaurants
WEN,restaurants
WING,restaurants
YUM,restaurants
YUMC,restaurants
AX,savings-banks
BBX,savings-banks
BCTF,savings-banks
BRKL,savings-banks
BYFC,savings-banks
CARV,savings-banks
CASH,savings-banks
CBMB,savings-banks
CFBI,savings-banks
CFBK,savings-banks
CFFN,savings-banks
CLBK,savings-banks
CNNB,savings-banks
DCOM,savings-banks
EBSB,savings-banks
ESBK,savings-banks
FCAP,savings-banks
FDEF,savings-banks
FFBW,savings-banks
FFNW,savings-banks
FNWB,savings-banks
FSBC,savings-banks
FSEA,savings-banks
GCBC,savings-banks
HFBL,savings-banks
HIFS,savings-banks
HMNF,savings-banks
IBKC,savings-banks
IROQ,savings-banks
ISBC,savings-banks
KFFB,savings-banks
KRNY,savings-banks
LBC,savings-banks
LSBK,savings-banks
MGYR,savings-banks
MLVF,savings-banks
MSBF,savings-banks
MSVB,savings-banks
NFBK,savings-banks
NWBI,savings-banks
OCFC,savings-banks
OTTW,savings-banks
PBHC,savings-banks
PBIP,savings-banks
PFS,savings-banks
PROV,savings-banks
RBKB,savings-banks
RNDB,savings-banks
RVSB,savings-banks
SBT,savings-banks
SMBC,savings-banks
STND,savings-banks
SVBI,savings-banks
TFSL,savings-banks
TSBK,savings-banks
WAFD,savings-banks
WBS,savings-banks
WNEB,savings-banks
WSFS,savings-banks
WVFC,savings-banks
ADI,semiconductors
AMBA,semiconductors
AMD,semiconductors
AMKR,semiconductors
AOSL,semiconductors
ASX,semiconductors
AVGO,semiconductors
BOSC,semiconductors
CAN,semiconductors
CCMP,semiconductors
CEVA,semiconductors
COHR,semiconductors
CRUS,semiconductors
CY,semiconductors
DIOD,semiconductors
DSPG,semiconductors
ENPH,semiconductors
ENTG,semiconductors
FN,semiconductors
GSIT,semiconductors
HIMX,semiconductors
ICHR,semiconductors
IMOS,semiconductors
INTC,semiconductors
INVE,semiconductors
IOTS,semiconductors
IPGP,semiconductors
IPHI,semiconductors
KLIC,semiconductors
KOPN,semiconductors
LASR,semiconductors
LSCC,semiconductors
MCHP,semiconductors
MLNX,semiconductors
MOSY,semiconductors
MPWR,semiconductors
MRAM,semiconductors
MRVL,semiconductors
MTSI,semiconductors
MU,semiconductors
MX,semiconductors
MXIM,semiconductors
MXL,semiconductors
NVDA,semiconductors
NXPI,semiconductors
OIIM,semiconductors
ON,semiconductors
OSIS,semiconductors
POWI,semiconductors
PXLW,semiconductors
QRVO,semiconductors
QUIK,semiconductors
RBCN,semiconductors
RMBS,semiconductors
SCON,semiconductors
SGH,semiconductors
SIMO,semiconductors
SITM,semiconductors
SLAB,semiconductors
SMTC,semiconductors
SOL,semiconductors
SPI,semiconductors
SQNS,semiconductors
STM,semiconductors
SWKS,semiconductors
TRT,semiconductors
TSEM,semiconductors
TSM,semiconductors
TXN,semiconductors
UCTT,semiconductors
UMC,semiconductors
WISA,semiconductors
XLNX,semiconductors
XPER,semiconductors
AMEH,services-to-the-health-industry
BASI,services-to-the-health-industry
DGX,services-to-the-health-industry
IDXG,services-to-the-health-industry
IQV,services-to-the-health-industry
LH,services-to-the-health-industry
NRC,services-to-the-health-industry
PLX,services-to-the-health-industry
PMD,services-to-the-health-industry
SYNH,services-to-the-health-industry
AGO,specialty-insurance
AMBC,specialty-insurance
ATH,specialty-insurance
ESNT,specialty-insurance
FAF,specialty-insurance
FNF,specialty-insurance
ITIC,specialty-insurance
MBI,specialty-insurance
MKL,specialty-insurance
MTG,specialty-insurance
PRA,specialty-insurance
RDN,specialty-insurance
STC,specialty-insurance
TIPT,specialty-insurance
TRUP,specialty-insurance
AAP,specialty-stores
ABG,specialty-stores
AN,specialty-stores
AZO,specialty-stores
BBBY,specialty-stores
BBW,specialty-stores
BGFV,specialty-stores
BGI,specialty-stores
BJ,specialty-stores
BNED,specialty-stores
CASY,specialty-stores
COST,specialty-stores
CRMT,specialty-stores
CVNA,specialty-stores
CWH,specialty-stores
DKS,specialty-stores
ELA,specialty-stores
EYE,specialty-stores
GME,specialty-stores
GNC,specialty-stores
GPI,specialty-stores
GRUB,specialty-stores
HIBB,specialty-stores
HOME,specialty-stores
HUD,specialty-stores
HVT,specialty-stores
HVT.,specialty-stores
HZO,specialty-stores
IAA,specialty-stores
KIRK,specialty-stores
KMX,specialty-stores
KXIN,specialty-stores
LAD,specialty-stores
LAZY,specialty-stores
LL,specialty-stores
LOVE,specialty-stores
MED,specialty-stores
MIK,specialty-stores
MNRO,specialty-stores
MUSA,specialty-stores
ODP,specialty-stores
ONEW,specialty-stores
ORLY,specialty-stores
PAG,specialty-stores
PRTY,specialty-stores
RH,specialty-stores
SAH,specialty-stores
SBH,specialty-stores
SIG,specialty-stores
SPWH,specialty-stores
TCS,specialty-stores
TGT,specialty-stores
TIF,specialty-stores
TSCO,specialty-stores
TUES,specialty-stores
ULTA,specialty-stores
WSM,specialty-stores
CBB,specialty-telecommunications
CCOI,specialty-telecommunications
CPAH,specialty-telecommunications
CTBB,specialty-telecommunications
CTDD,specialty-telecommunications
CTL,specialty-telecommunications
CTV,specialty-telecommunications
CTZ,specialty-telecommunications
ENT,specialty-telecommunications
FTR,specialty-telecommunications
GLIB,specialty-telecommunications
GTT,specialty-telecommunications
IDT,specialty-telecommunications
KLR,specialty-telecommunications
LORL,specialty-telecommunications
MARK,specialty-telecommunications
OTEL,specialty-telecommunications
PCTI,specialty-telecommunications
PHI,specialty-telecommunications
RNET,specialty-telecommunications
TEF,specialty-telecommunications
VG,specialty-telecommunications
WOW,specialty-telecommunications
ZAYO,specialty-telecommunications
AKS,steel
AP,steel
ATI,steel
CLF,steel
CMC,steel
CRS,steel
GGB,steel
HAYN,steel
MSB,steel
MT,steel
MTL,steel
MTL/,steel
NUE,steel
OSN,steel
PKX,steel
RS,steel
RYI,steel
SCHN,steel
SID,steel
STLD,steel
SYNL,steel
TMST,steel
TS,steel
TX,steel
USAP,steel
VALE,steel
WOR,steel
X  U,steel
ZEUS,steel
AAPL,telecommunications-equipment
ADTN,telecommunications-equipment
AIRG,telecommunications-equipment
AKTS,telecommunications-equipment
APWC,telecommunications-equipment
AUDC,telecommunications-equipment
AVNW,telecommunications-equipment
AVYA,telecommunications-equipment
BDR,telecommunications-equipment
BKTI,telecommunications-equipment
CALX,telecommunications-equipment
CAMP,telecommunications-equipment
CASA,telecommunications-equipment
CIEN,telecommunications-equipment
CLFD,telecommunications-equipment
